Outcome,Weekend,Age Group,Unvaccinated Rate,Vaccinated Rate,Boosted Rate,Crude Vaccinated Ratio,Crude Boosted Ratio,Age-Adjusted Unvaccinated Rate,Age-Adjusted Vaccinated Rate,Age-Adjusted Boosted Rate,Age-Adjusted Vaccinated Ratio,Age-Adjusted Boosted Ratio,Population Unvaccinated,Population Vaccinated,Population Boosted,Outcome Unvaccinated,Outcome Vaccinated,Outcome Boosted,Age Group Min,Age Group Max
Deaths,18-11-23,80+,0,0,0,0,0,0,0,0,0,0,23945,11637,47321,0,0,0,80,200
Hospitalizations,22-05-21,1_12,0.7,0,0,0,0,0,0,0,0,0,136624,0,0,1,0,0,12,17
Hospitalizations,10-07-23,All,4.4,2.1,3.8,2.1,1.2,4.6,3.1,2.5,1.5,1.8,522040,860669,1041205,23,18,40,999,999
Cases,30-10-21,18_29,156.7,55.8,12.6,2.8,12.4,0,0,0,0,0,165307,313568,7958,259,175,1,18,29
Hospitalizations,18-12-21,80+,141.6,80.2,6.4,1.8,22.1,0,0,0,0,0,28242,24945,31019,40,20,2,80,200
Cases,24-12-22,1_12,180.7,75.4,110,2.4,1.6,0,0,0,0,0,33751,86182,44535,61,65,49,12,17
Hospitalizations,02-11-23,18_29,7.8,2.3,2.5,3.4,3.1,0,0,0,0,0,77378,213351,161644,6,5,4,18,29
Hospitalizations,30-07-22,30_49,8.7,5.4,4.7,1.6,1.9,0,0,0,0,0,126589,278749,342597,11,15,16,30,49
Hospitalizations,20-08-22,All,15.6,7.9,8.6,2,1.8,18.1,10.6,6.8,1.7,2.7,608684,846709,1022491,95,67,88,999,999
Hospitalizations,13-08-22,18_29,9.8,4.2,2.5,2.3,3.9,0,0,0,0,0,91761,212510,159319,9,9,4,18,29
Deaths,26-11-22,1_12,0,0,0,0,0,0,0,0,0,0,34061,86072,44511,0,0,0,12,17
Hospitalizations,22-10-22,All,9.8,4.1,8.6,2.4,1.1,13.3,6.2,6,2.1,2.2,580379,845220,1038858,57,35,89,999,999
Deaths,29-07-23,80+,0,0,2.1,0,0,0,0,0,0,0,24479,11383,47130,0,0,1,80,200
Hospitalizations,23-04-22,30_49,5.3,2.1,1.2,2.5,4.4,0,0,0,0,0,131359,287869,329404,7,6,4,30,49
Deaths,03-12-22,5_11,0,0,0,0,0,0,0,0,0,0,104915,86398,0,0,0,0,5,11
Deaths,16-10-21,65_79,11.5,1.1,0,10.5,0,0,0,0,0,0,60852,182996,0,7,2,0,65,79
Cases,09-02-23,1_12,50.4,37,26.9,1.4,1.9,0,0,0,0,0,31774,86575,44595,16,32,12,12,17
Hospitalizations,23-09-23,50_64,21.8,8,4.5,2.7,4.8,0,0,0,0,0,32105,125718,246945,7,10,11,50,64
Cases,08-12-23,30_49,47.5,16.5,24.2,2.9,2,0,0,0,0,0,107297,278401,347314,51,46,84,30,49
Hospitalizations,03-12-22,50_64,6.5,2.8,3.1,2.3,2.1,0,0,0,0,0,46039,142268,222350,3,4,7,50,64
Cases,06-03-23,50_64,42.6,7.2,21.5,5.9,2,0,0,0,0,0,32855,125745,246913,14,9,53,50,64
Cases,23-07-22,65_79,269.1,222.8,228.3,1.2,1.2,0,0,0,0,0,46080,45341,168622,124,101,385,65,79
Deaths,07-09-22,All,0.3,0.1,0.6,3,0.5,0.3,0.3,0.4,0.9,0.7,627781,862137,997177,2,1,6,999,999
Hospitalizations,09-09-23,All,4.7,2.9,6.5,1.6,0.7,5.5,3.8,4.3,1.4,1.3,526704,860292,1040817,25,25,68,999,999
Deaths,09-11-21,65_79,10.8,2.1,0,5.1,0,0,0,0,0,0,64570,194208,0,7,4,0,65,79
Cases,14-08-21,80+,71.8,47.4,0,1.5,0,0,0,0,0,0,32042,52760,0,23,25,0,80,200
Hospitalizations,26-11-22,65_79,57.7,46.1,18.1,1.3,3.2,0,0,0,0,0,41575,43350,171612,24,20,31,65,79
Deaths,14-08-21,65_79,10.3,0,0,0,0,0,0,0,0,0,67653,193586,0,7,0,0,65,79
Cases,02-12-22,0_4,131.6,0,0,0,0,0,0,0,0,0,162642,0,0,214,0,0,0,4
Cases,02-11-23,5_11,146.1,168.2,160.4,0.9,0.9,0,0,0,0,0,91730,82035,21195,134,138,34,5,11
Hospitalizations,03-11-23,5_11,0,0,0,0,0,0,0,0,0,0,91381,82312,21210,0,0,0,5,11
Hospitalizations,17-09-22,30_49,12.1,2.9,3.2,4.2,3.8,0,0,0,0,0,123875,275892,346825,15,8,11,30,49
Hospitalizations,21-01-23,18_29,10.2,1.9,1.2,5.4,8.5,0,0,0,0,0,78128,213123,161635,8,4,2,18,29
Cases,28-10-23,0_4,38.1,1.8,0,21.2,0,0,0,0,0,0,162642,0,0,62,3,0,0,4
Deaths,15-10-22,80+,19.5,0,0,0,0,0,0,0,0,0,25625,11373,47058,5,0,0,80,200
Cases,23-09-23,1_12,22.1,10.4,11.2,2.1,2,0,0,0,0,0,31692,86574,44597,7,9,5,12,17
Cases,15-07-23,30_49,13.9,10.1,13.5,1.4,1,0,0,0,0,0,107746,278401,347311,15,28,47,30,49
Deaths,24-09-22,All,0.2,0.2,0.4,1,0.5,0.1,0.6,0.3,0.2,0.5,595648,841554,1036367,1,2,4,999,999
Hospitalizations,17-09-22,1_12,5.7,2.3,0,2.5,0,0,0,0,0,0,35094,85762,44338,2,2,0,12,17
Cases,26-06-21,80+,8.9,2,0,4.4,0,0,0,0,0,0,33591,50911,0,3,1,0,80,200
Cases,20-08-22,30_49,236.3,110.7,187.1,2.1,1.3,0,0,0,0,0,125684,277226,344772,297,307,645,30,49
Cases,31-07-21,1_12,115.8,12.4,0,9.3,0,0,0,0,0,0,94143,64465,0,109,8,0,12,17
Deaths,08-07-21,50_64,3.1,0,0,0,0,0,0,0,0,0,96770,316026,0,3,0,0,50,64
Cases,01-08-22,18_29,2593.8,1568.9,1486.1,1.7,1.7,0,0,0,0,0,128651,256042,83774,3337,4017,1245,18,29
Hospitalizations,23-09-23,18_29,5.5,0.5,0.6,11,9.2,0,0,0,0,0,72891,214123,161728,4,1,1,18,29
Deaths,02-11-23,50_64,0,0,0.4,0,0,0,0,0,0,0,34058,125536,246859,0,0,1,50,64
Hospitalizations,09-02-23,50_64,18.6,3.2,3.2,5.8,5.8,0,0,0,0,0,32314,125722,246940,6,4,8,50,64
Cases,13-11-21,5_11,230,0,0,0,0,0,0,0,0,0,180456,0,0,415,0,0,5,11
Hospitalizations,26-02-22,80+,18.4,47.2,7.1,0.4,2.6,0,0,0,0,0,27200,14818,42125,5,7,3,80,200
Cases,09-03-22,0_4,115,1.8,0,63.9,0,0,0,0,0,0,162642,0,0,187,3,0,0,4
Hospitalizations,19-03-22,80+,11.1,28.2,9.3,0.4,1.2,0,0,0,0,0,27097,14172,42943,3,4,4,80,200
Cases,29-04-23,5_11,47.3,38.7,98.9,1.2,0.5,0,0,0,0,0,90894,82652,21236,43,32,21,5,11
Hospitalizations,19-03-22,5_11,0,1.1,0,0,0,0,0,0,0,0,104261,88478,0,0,1,0,5,11
Cases,14-01-23,65_79,205.2,124.5,142.7,1.6,1.4,0,0,0,0,0,40444,43375,171679,83,54,245,65,79
Hospitalizations,19-02-22,18_29,3.9,1.4,0.8,2.8,4.9,0,0,0,0,0,103609,221200,133301,4,3,1,18,29
Cases,10-08-22,0_4,45.5,7.4,0,6.1,0,0,0,0,0,0,162642,0,0,74,12,0,0,4
Cases,11-06-21,All,183.3,73.4,24.9,2.5,7.4,205.8,60.6,21.5,3.4,9.6,953486,1465628,120427,1748,1076,30,999,999
Cases,19-11-22,30_49,186.3,82.7,104,2.3,1.8,0,0,0,0,0,115941,276754,347089,216,229,361,30,49
Hospitalizations,04-10-21,30_49,17.6,1.6,0,11,0,0,0,0,0,0,455598,123661,0,80,2,0,30,49
Cases,08-05-23,0_4,24.6,2.5,0,9.8,0,0,0,0,0,0,162642,0,0,40,4,0,0,4
Cases,06-11-22,50_64,423.6,155.6,238.1,2.7,1.8,0,0,0,0,0,42493,131079,238179,180,204,567,50,64
Deaths,25-09-21,All,2.6,0.3,0,8.7,0,3.8,0.3,0,14.5,0,1021435,1498444,0,27,5,0,999,999
Deaths,18-12-21,50_64,26.4,1.2,0,22,0,0,0,0,0,0,60515,241221,110556,16,3,0,50,64
Deaths,07-08-23,50_64,0,0,0,0,0,0,0,0,0,0,32640,125730,246931,0,0,0,50,64
Cases,13-05-23,1_12,61.3,20.8,15.7,2.9,3.9,0,0,0,0,0,32614,86583,44576,20,18,7,12,17
Deaths,06-11-22,50_64,0,0,0,0,0,0,0,0,0,0,42493,131079,238179,0,0,0,50,64
Deaths,11-11-23,1_12,0,0,0,0,0,0,0,0,0,0,31541,86509,44696,0,0,0,12,17
Hospitalizations,04-01-23,0_4,1.8,0.6,0,3,0,0,0,0,0,0,162642,0,0,3,1,0,0,4
Hospitalizations,04-02-22,All,2.7,1.6,1.3,1.7,2.1,3.3,1.8,0.9,1.8,3.5,657870,901409,932489,18,14,12,999,999
Deaths,12-10-22,80+,8,0,2.1,0,3.8,0,0,0,0,0,24925,11373,47104,2,0,1,80,200
Deaths,27-08-22,18_29,0,0.5,0,0,0,0,0,0,0,0,91147,211921,160373,0,1,0,18,29
Hospitalizations,24-09-22,0_4,2.5,0,0,0,0,0,0,0,0,0,162642,0,0,4,0,0,0,4
Deaths,28-05-22,65_79,2.1,0,0,0,0,0,0,0,0,0,47077,47959,164773,1,0,0,65,79
Hospitalizations,21-10-23,1_12,0,2.3,0,0,0,0,0,0,0,0,31619,86566,44615,0,2,0,12,17
Deaths,25-09-21,50_64,7.4,0.3,0,24.7,0,0,0,0,0,0,80946,328443,0,6,1,0,50,64
Deaths,15-04-23,30_49,0,0,0,0,0,0,0,0,0,0,109559,278257,347286,0,0,0,30,49
Hospitalizations,25-03-23,1_12,0,1.2,2.2,0,0,0,0,0,0,0,32972,86480,44563,0,1,1,12,17
Cases,08-06-22,30_49,312,163.2,238.8,1.9,1.3,0,0,0,0,0,126294,278159,343405,394,454,820,30,49
Cases,11-11-23,18_29,79.9,20.4,16,3.9,5,0,0,0,0,0,68798,215294,162511,55,44,26,18,29
Deaths,24-04-21,18_29,0.3,0,0,0,0,0,0,0,0,0,301150,85550,0,1,0,0,18,29
Deaths,11-12-22,50_64,0,0.8,0,0,0,0,0,0,0,0,36564,125287,246697,0,1,0,50,64
Cases,22-07-23,1_12,15.6,2.3,2.2,6.8,7.1,0,0,0,0,0,32134,86577,44590,5,2,1,12,17
Hospitalizations,19-03-22,50_64,10.9,2.8,0.4,3.9,27.2,0,0,0,0,0,45704,140906,224298,5,4,1,50,64
Cases,17-04-21,65_79,125,20.9,0,6,0,0,0,0,0,0,94416,124678,0,118,26,0,65,79
Cases,26-06-21,1_12,11.7,0,0,0,0,0,0,0,0,0,111069,39779,0,13,0,0,12,17
Hospitalizations,16-04-22,5_11,0,0,0,0,0,0,0,0,0,0,102695,92456,0,0,0,0,5,11
Cases,01-01-22,80+,1063.3,1662.4,638.4,0.6,1.7,0,0,0,0,0,27932,20693,35560,297,344,227,80,200
Deaths,28-01-23,30_49,0,0,0,0,0,0,0,0,0,0,111793,277548,347231,0,0,0,30,49
Deaths,05-07-22,50_64,0,0,0.4,0,0,0,0,0,0,0,43830,134524,233206,0,0,1,50,64
Hospitalizations,19-06-21,30_49,4.1,0.2,0,20.5,0,0,0,0,0,0,294504,450450,0,12,1,0,30,49
Cases,07-01-23,18_29,6.7,5.1,11.1,1.3,0.6,0,0,0,0,0,74266,214137,161703,5,11,18,18,29
Deaths,18-03-23,65_79,0,0,1.2,0,0,0,0,0,0,0,39970,43416,171710,0,0,2,65,79
Deaths,18-12-21,65_79,35.5,7.4,0,4.8,0,0,0,0,0,0,53484,94857,110903,19,7,0,65,79
Cases,28-05-22,All,304.4,214.4,333.7,1.4,0.9,343.4,200.3,361.7,1.7,0.9,643200,881598,969242,1958,1890,3234,999,999
Hospitalizations,22-01-22,65_79,176.3,121.2,30.3,1.5,5.8,0,0,0,0,0,50480,66009,141953,89,80,43,65,79
Deaths,25-12-21,80+,67.7,35.3,3,1.9,22.6,0,0,0,0,0,28067,22679,33427,19,8,1,80,200
Cases,17-09-22,18_29,167,53,108.4,3.2,1.5,0,0,0,0,0,89805,211472,161406,150,112,175,18,29
Deaths,07-02-22,80+,3.8,8.2,2.2,0.5,1.7,0,0,0,0,0,26451,12179,45911,1,1,1,80,200
Hospitalizations,13-05-23,18_29,2.7,0,0,0,0,0,0,0,0,0,75158,214134,161690,2,0,0,18,29
Deaths,02-04-23,65_79,2.5,0,0.6,0,4.2,0,0,0,0,0,40248,43385,171692,1,0,1,65,79
Cases,28-05-22,1_12,423.9,256.7,344.3,1.7,1.2,0,0,0,0,0,37034,93497,34850,157,240,120,12,17
Deaths,24-12-22,1_12,0,0,0,0,0,0,0,0,0,0,33751,86182,44535,0,0,0,12,17
Deaths,15-05-21,30_49,0.9,0,0,0,0,0,0,0,0,0,338871,332283,0,3,0,0,30,49
Cases,06-05-21,65_79,36.6,6.7,0,5.5,0,0,0,0,0,0,76606,179075,0,28,12,0,65,79
Cases,16-09-23,30_49,44,29.1,34.3,1.5,1.3,0,0,0,0,0,106807,278395,347325,47,81,119,30,49
Deaths,06-03-23,18_29,0,0,0,0,0,0,0,0,0,0,74734,214134,161695,0,0,0,18,29
Hospitalizations,22-01-22,80+,279.3,286.1,69.2,1,4,0,0,0,0,0,27573,17479,39032,77,50,27,80,200
Hospitalizations,04-10-21,All,17.6,3,0,5.9,0,21.9,1.8,0,12,0,1707958,396727,0,300,12,0,999,999
Hospitalizations,07-01-23,50_64,9.2,0,0.4,0,23,0,0,0,0,0,32676,125733,246928,3,0,1,50,64
Hospitalizations,28-05-22,50_64,20.9,10.6,8.9,2,2.3,0,0,0,0,0,42974,132464,236190,9,14,21,50,64
Deaths,07-08-23,5_11,0,0,0,0,0,0,0,0,0,0,90204,82670,21257,0,0,0,5,11
Cases,11-05-22,50_64,333.4,90.2,124.9,3.7,2.7,0,0,0,0,0,36895,125268,246677,123,113,308,50,64
Deaths,15-01-22,30_49,7.8,0.3,0,26,0,0,0,0,0,0,154759,346990,239415,12,1,0,30,49
Deaths,29-07-23,30_49,0,0,0,0,0,0,0,0,0,0,107515,278402,347313,0,0,0,30,49
Hospitalizations,25-02-23,1_12,0,0,0,0,0,0,0,0,0,0,33176,86371,44558,0,0,0,12,17
Deaths,22-04-23,30_49,0,0,0,0,0,0,0,0,0,0,109408,278312,347288,0,0,0,30,49
Hospitalizations,09-03-22,5_11,0,0,0,0,0,0,0,0,0,0,95528,82574,16920,0,0,0,5,11
Hospitalizations,01-01-22,80+,365.2,444.6,106.9,0.8,3.4,0,0,0,0,0,27932,20693,35560,102,92,38,80,200
Deaths,19-03-22,All,0.6,0.3,0,2,0,0.8,0.7,0,1.1,0,662148,905646,919703,4,3,0,999,999
Cases,17-06-23,1_12,6.2,1.2,0,5.2,0,0,0,0,0,0,32372,86577,44586,2,1,0,12,17
Hospitalizations,28-08-21,50_64,62.7,6.8,0,9.2,0,0,0,0,0,0,89285,322178,0,56,22,0,50,64
Deaths,25-06-22,1_12,0,0,0,0,0,0,0,0,0,0,36604,92093,36756,0,0,0,12,17
Hospitalizations,31-07-21,1_12,1.1,0,0,0,0,0,0,0,0,0,94143,64465,0,1,0,0,12,17
Deaths,01-08-22,All,14.4,5.8,2.2,2.5,6.5,20,7.7,1.2,2.6,17,771844,1058475,641998,111,61,14,999,999
Cases,12-04-21,1_12,685.6,103.4,0,6.6,0,0,0,0,0,0,58493,105452,0,401,109,0,12,17
Hospitalizations,12-10-22,0_4,3.1,0,0,0,0,0,0,0,0,0,162642,0,0,5,0,0,0,4
Hospitalizations,03-12-22,5_11,0,0,0,0,0,0,0,0,0,0,104915,86398,0,0,0,0,5,11
Cases,20-08-22,80+,171.5,267.6,222.4,0.6,0.8,0,0,0,0,0,26236,11583,46759,45,31,104,80,200
Deaths,18-11-23,1_12,0,0,0,0,0,0,0,0,0,0,31480,86496,44716,0,0,0,12,17
Cases,26-06-21,18_29,18.8,4.7,0,4,0,0,0,0,0,0,228136,254744,0,43,12,0,18,29
Cases,15-04-23,50_64,102,41.4,63.2,2.5,1.6,0,0,0,0,0,33349,125709,246898,34,52,156,50,64
Cases,23-10-21,50_64,192.9,47.7,30.3,4,6.4,0,0,0,0,0,74137,326932,13200,143,156,4,50,64
Cases,20-11-21,All,272.4,114.4,25.3,2.4,10.8,310.1,94.4,25.9,3.3,12,893891,1383374,221328,2435,1582,56,999,999
Hospitalizations,14-05-22,80+,74.7,84.5,42.6,0.9,1.8,0,0,0,0,0,26763,13025,44628,20,11,19,80,200
Cases,11-06-21,65_79,123.9,58.1,16.7,2.1,7.4,0,0,0,0,0,58116,160017,41816,72,93,7,65,79
Cases,14-05-22,65_79,229.8,157.7,227.6,1.5,1,0,0,0,0,0,47442,48816,163445,109,77,372,65,79
Cases,18-12-21,1_12,1791,505.9,541.5,3.5,3.3,0,0,0,0,0,56227,107530,554,1007,544,3,12,17
Hospitalizations,08-05-23,0_4,2.5,0,0,0,0,0,0,0,0,0,162642,0,0,4,0,0,0,4
Deaths,08-06-22,All,0.7,0.2,0.2,3.5,3.5,0.8,0.4,0.1,2,6.3,614334,850591,1014163,4,2,2,999,999
Hospitalizations,11-04-23,1_12,0,0,2.2,0,0,0,0,0,0,0,31567,86534,44661,0,0,1,12,17
Deaths,27-08-22,1_12,0,0,0,0,0,0,0,0,0,0,35352,87164,42657,0,0,0,12,17
Hospitalizations,27-08-22,1_12,2.8,1.1,0,2.5,0,0,0,0,0,0,35352,87164,42657,1,1,0,12,17
Hospitalizations,14-05-22,30_49,10.8,4.9,3.9,2.2,2.8,0,0,0,0,0,130179,285512,332845,14,14,13,30,49
Cases,20-11-21,65_79,175.6,83.8,8.6,2.1,20.4,0,0,0,0,0,56364,133667,69658,99,112,6,65,79
Hospitalizations,04-10-21,1_12,2.3,0,0,0,0,0,0,0,0,0,177522,0,0,4,0,0,12,17
Deaths,18-12-21,5_11,0,0,0,0,0,0,0,0,0,0,147394,24009,0,0,0,0,5,11
Hospitalizations,24-12-22,1_12,0,0,0,0,0,0,0,0,0,0,33751,86182,44535,0,0,0,12,17
Deaths,23-09-23,1_12,0,0,0,0,0,0,0,0,0,0,31692,86574,44597,0,0,0,12,17
Hospitalizations,17-12-22,50_64,36.9,10.4,13,3.5,2.8,0,0,0,0,0,35269,125391,246772,13,13,32,50,64
Cases,10-07-23,30_49,41,18.7,23.6,2.2,1.7,0,0,0,0,0,104936,278564,347458,43,52,82,30,49
Hospitalizations,01-08-22,50_64,355.8,76.7,32.3,4.6,11,0,0,0,0,0,54811,194317,160841,195,149,52,50,64
Cases,23-04-22,18_29,236.2,109.8,286.1,2.2,0.8,0,0,0,0,0,97360,218531,149251,230,240,427,18,29
Cases,03-04-23,50_64,192.4,65.3,95.6,2.9,2,0,0,0,0,0,33780,125603,246874,65,82,236,50,64
Cases,19-02-22,18_29,191.1,45.7,78.8,4.2,2.4,0,0,0,0,0,103609,221200,133301,198,101,105,18,29
Deaths,05-01-21,30_49,1.9,0,0,0,0,0,0,0,0,0,365119,238588,0,7,0,0,30,49
Deaths,23-07-22,All,0.5,0.7,0.4,0.7,1.2,0.7,1.6,0.3,0.4,2.5,620290,856799,1004817,3,6,4,999,999
Cases,06-11-22,0_4,173.4,0,0,0,0,0,0,0,0,0,162642,0,0,282,0,0,0,4
Cases,31-12-22,80+,185.3,387.1,299.3,0.5,0.6,0,0,0,0,0,24824,11367,47117,46,44,141,80,200
Cases,20-11-21,0_4,104.5,0,0,0,0,0,0,0,0,0,162642,0,0,170,0,0,0,4
Cases,01-01-22,50_64,3677.7,1686.1,1009.6,2.2,3.6,0,0,0,0,0,56937,206986,147279,2094,3490,1487,50,64
Deaths,30-04-22,5_11,0,0,0,0,0,0,0,0,0,0,102021,93311,0,0,0,0,5,11
Cases,30-07-22,18_29,371.1,145.9,228.2,2.5,1.6,0,0,0,0,0,92439,213184,158188,343,311,361,18,29
Deaths,12-04-21,1_12,0,0,0,0,0,0,0,0,0,0,58493,105452,0,0,0,0,12,17
Deaths,01-08-22,80+,136.6,108.8,24.3,1.3,5.6,0,0,0,0,0,27814,19309,37045,38,21,9,80,200
Cases,10-09-21,50_64,193.6,52.8,0,3.7,0,0,0,0,0,0,77460,331279,0,150,175,0,50,64
Deaths,16-07-22,30_49,0,0,0,0,0,0,0,0,0,0,127190,279873,341011,0,0,0,30,49
Deaths,07-02-22,18_29,0,0,0,0,0,0,0,0,0,0,93769,214617,155854,0,0,0,18,29
Hospitalizations,23-07-22,30_49,18.1,4.7,5,3.9,3.6,0,0,0,0,0,126870,279406,341686,23,13,17,30,49
Deaths,11-05-22,18_29,0,0,0,0,0,0,0,0,0,0,83590,212234,161534,0,0,0,18,29
Cases,18-06-22,18_29,273.5,120.8,237.8,2.3,1.2,0,0,0,0,0,94340,215224,154755,258,260,368,18,29
Deaths,30-09-23,All,0.2,0.2,0.3,1,0.7,0.1,0.4,0.2,0.3,0.8,524196,860280,1040855,1,2,3,999,999
Deaths,14-08-21,1_12,0,0,0,0,0,0,0,0,0,0,85815,69935,0,0,0,0,12,17
Deaths,18-09-21,1_12,0,0,0,0,0,0,0,0,0,0,71650,87028,0,0,0,0,12,17
Hospitalizations,31-12-22,18_29,6.3,4.2,0.6,1.5,10.5,0,0,0,0,0,79293,212935,161619,5,9,1,18,29
Hospitalizations,16-07-22,50_64,31.3,10.9,10.8,2.9,2.9,0,0,0,0,0,41521,128806,241470,13,14,26,50,64
Cases,15-04-23,All,63,34,53.4,1.9,1.2,70.8,35.5,48.8,2,1.5,539653,859628,1040581,340,292,556,999,999
Deaths,10-08-22,65_79,2.3,2.3,0.6,1,3.8,0,0,0,0,0,43949,43409,171395,1,1,1,65,79
Cases,21-08-21,80+,53.5,51,0,1,0,0,0,0,0,0,31765,52936,0,17,27,0,80,200
Deaths,09-03-22,0_4,0,0,0,0,0,0,0,0,0,0,162642,0,0,0,0,0,0,4
Hospitalizations,08-07-21,65_79,32.1,4.1,0,7.8,0,0,0,0,0,0,68485,192863,0,22,8,0,65,79
Hospitalizations,30-09-23,1_12,0,0,4.5,0,0,0,0,0,0,0,31687,86573,44598,0,0,2,12,17
Hospitalizations,07-09-22,All,12.1,7.2,10.9,1.7,1.1,15.5,10.1,8.4,1.5,1.8,627781,862137,997177,76,62,109,999,999
Deaths,03-04-23,80+,4.1,8.8,4.2,0.5,1,0,0,0,0,0,24686,11377,47125,1,1,2,80,200
Hospitalizations,22-04-23,50_64,21,0.8,4.1,26.2,5.1,0,0,0,0,0,33280,125718,246902,7,1,10,50,64
Cases,12-04-21,50_64,671,183.7,34.2,3.7,19.6,0,0,0,0,0,64234,270486,79047,431,497,27,50,64
Hospitalizations,07-09-22,65_79,34.5,19.6,25.6,1.8,1.3,0,0,0,0,0,46385,45832,167927,16,9,43,65,79
Hospitalizations,24-07-21,18_29,7.4,0.4,0,18.5,0,0,0,0,0,0,215115,275913,0,16,1,0,18,29
Cases,14-05-22,80+,130.8,153.6,246.5,0.9,0.5,0,0,0,0,0,26763,13025,44628,35,20,110,80,200
Deaths,01-07-23,80+,12.1,8.8,6.4,1.4,1.9,0,0,0,0,0,24805,11369,47117,3,1,3,80,200
Hospitalizations,10-01-22,18_29,4.5,1.9,0.6,2.4,7.5,0,0,0,0,0,88079,211686,161454,4,4,1,18,29
Hospitalizations,17-06-23,80+,8.2,0,4.2,0,2,0,0,0,0,0,24516,11383,47130,2,0,2,80,200
Cases,28-08-21,50_64,272.2,65.8,0,4.1,0,0,0,0,0,0,89285,322178,0,243,212,0,50,64
Hospitalizations,09-10-22,65_79,30.8,23,15.8,1.3,1.9,0,0,0,0,0,45457,43539,171141,14,10,27,65,79
Cases,09-02-23,0_4,56.6,2.5,0,22.6,0,0,0,0,0,0,162642,0,0,92,4,0,0,4
Cases,06-03-23,All,20,8.5,17.1,2.4,1.2,21.5,8.7,14.6,2.5,1.5,534701,860357,1040674,107,73,178,999,999
Deaths,26-02-22,65_79,6.1,7.3,0.6,0.8,10.2,0,0,0,0,0,49070,54948,154842,3,4,1,65,79
Cases,04-08-23,All,52.2,25.5,48.3,2,1.1,58.3,27.5,37.6,2.1,1.5,540406,859347,1040563,282,219,503,999,999
Hospitalizations,31-12-22,30_49,17.7,4.7,3.2,3.8,5.5,0,0,0,0,0,113126,277262,347197,20,13,11,30,49
Deaths,15-07-23,30_49,0.9,0,0,0,0,0,0,0,0,0,107746,278401,347311,1,0,0,30,49
Cases,25-06-22,1_12,90.2,69.5,133.3,1.3,0.7,0,0,0,0,0,36604,92093,36756,33,64,49,12,17
Hospitalizations,15-01-22,80+,462.4,426.1,94.4,1.1,4.9,0,0,0,0,0,27679,18306,38129,128,78,36,80,200
Deaths,17-07-21,18_29,0,0,0,0,0,0,0,0,0,0,218646,272102,0,0,0,0,18,29
Hospitalizations,11-12-22,80+,83.5,61.6,51,1.4,1.6,0,0,0,0,0,25162,11369,47090,21,7,24,80,200
Cases,31-12-22,65_79,194.3,191.4,175.9,1,1.1,0,0,0,0,0,40666,43359,171676,79,83,302,65,79
Deaths,10-01-22,18_29,1.1,0,0,0,0,0,0,0,0,0,88079,211686,161454,1,0,0,18,29
Cases,14-01-23,30_49,144.2,69.9,80.1,2.1,1.8,0,0,0,0,0,112361,277385,347213,162,194,278,30,49
Hospitalizations,09-11-21,18_29,12.4,0.3,0,41.3,0,0,0,0,0,0,185405,298401,0,23,1,0,18,29
Cases,09-03-22,65_79,177.7,139.4,149.8,1.3,1.2,0,0,0,0,0,45582,43748,170866,81,61,256,65,79
Cases,22-04-23,1_12,42.7,23.1,33.7,1.8,1.3,0,0,0,0,0,32777,86544,44574,14,20,15,12,17
Deaths,11-04-23,30_49,0,0,0,0,0,0,0,0,0,0,101766,279203,348427,0,0,0,30,49
Cases,17-12-22,50_64,476.3,153.1,213.6,3.1,2.2,0,0,0,0,0,35269,125391,246772,168,192,527,50,64
Cases,25-02-23,5_11,104.9,120.5,264.2,0.9,0.4,0,0,0,0,0,91529,82191,21200,96,99,56,5,11
Hospitalizations,07-08-23,All,1.3,0.8,0.8,1.6,1.6,1.2,1.1,0.5,1,2.4,531904,860327,1040745,7,7,8,999,999
Cases,04-08-23,1_12,30.4,13.9,15.7,2.2,1.9,0,0,0,0,0,32887,86505,44571,10,12,7,12,17
Cases,28-01-23,80+,68.7,123.1,123.1,0.6,0.6,0,0,0,0,0,24736,11376,47117,17,14,58,80,200
Cases,01-07-23,All,125.7,66.8,114.2,1.9,1.1,157.8,70.7,92.5,2.2,1.7,553739,854331,1040190,696,571,1188,999,999
Hospitalizations,04-01-23,30_49,13.6,2.2,2.3,6.2,5.9,0,0,0,0,0,109912,278121,347279,15,6,8,30,49
Hospitalizations,05-08-21,18_29,9.1,0.8,0,11.4,0,0,0,0,0,0,274095,132496,0,25,1,0,18,29
Cases,25-09-21,50_64,182.8,50.5,0,3.6,0,0,0,0,0,0,80946,328443,0,148,166,0,50,64
Deaths,23-04-22,80+,0,0,0,0,0,0,0,0,0,0,26906,13471,43906,0,0,0,80,200
Cases,16-04-22,1_12,66,34.7,117.8,1.9,0.6,0,0,0,0,0,37876,95178,32264,25,33,38,12,17
Cases,06-10-23,80+,12.2,17.6,14.9,0.7,0.8,0,0,0,0,0,24522,11383,47130,3,2,7,80,200
Deaths,12-04-21,80+,24.5,10.1,0,2.4,0,0,0,0,0,0,28623,29758,25961,7,3,0,80,200
Cases,26-03-22,All,58.8,44.6,81.6,1.3,0.7,64.7,42,73.5,1.5,0.9,659972,904268,925908,388,403,756,999,999
Hospitalizations,18-11-23,50_64,33.3,3.2,6,10.4,5.6,0,0,0,0,0,29998,125698,247977,10,4,15,50,64
